id,repo_id,label,url,if_mulit_commit,message,new_message1,authorEmail,commitDate
21326,5,0,https://github.com/spring-projects/spring-boot/commit/cef635d86c854b0b767f929f110d974864dd09a1, ,"Reinstate devtools debug logging with opt-out <enter>  <enter> Reinstate `web` logging when devtools is in use, making use of the new <enter> logging groups support. Devtools now also logs an `INFO` message <enter> informing that properties defaults are offers an easy way to disable <enter> them. <enter>  <enter> Closes gh-14450","Reinstate devtools debug logging with opt-out  <enter> Reinstate `web` logging when devtools is in use, making use of the new logging groups support. <iden> now also logs an `INFO` message informing that properties defaults are offers an easy way to disable them. <enter>  Closes <link> ",developerr7,2018-09-12T22:57:19Z
21347,5,0,https://github.com/spring-projects/spring-boot/commit/f8a53cf775b03c9258b42be194e05e0ee1779f35, ,Update actuator security documentation <enter>  <enter> Update documentation to align with the new role based method. <enter>  <enter> See gh-6889,Update actuator security documentation  <enter> Update documentation to align with the new role based method. <enter> See  <link> ,developerr7,2017-01-04T02:01:32Z
21406,5,1,https://github.com/spring-projects/spring-boot/commit/0c3911162b3c1e2e0fc04d6e355cfd7cdcaf32be, ,Polish,Polish ,developerr7,2014-11-07T06:43:31Z
21536,5,0,https://github.com/spring-projects/spring-boot/commit/9d4ada793902c15f6b62ae0dd4ad45ca0ef5b197, ,"Add Tomcat 7 and Jetty 8 samples <enter>  <enter> Switch the Tomcat 8 and Jetty 9 samples to Tomcat 7 and Jetty 8. Since <enter> Tomcat 8 and Jetty 9 are now the default versions the previous samples <enter> are no longer relevant, however, we do need integration tests to check <enter> that we remain compatible with Tomcat 7 and Jetty 8. <enter>  <enter> See gh-1832","Add <iden> 7 and <iden> 8 samples  <enter> Switch the <iden> 8 and <iden> 9 samples to <iden> 7 and <iden> 8. Since <iden> 8 and <iden> 9 are now the default versions the previous samples are no longer relevant, however, we do need integration tests to check that we remain compatible with <iden> 7 and <iden> 8. <enter> See  <link> ",developerr7,2014-11-06T00:15:16Z
21600,5,0,https://github.com/spring-projects/spring-boot/commit/39037e0cab03762b3d268650a6ac32d6b2457f87, ,Use the Mongo starter for the sample application <enter>  <enter> See gh-1831,Use the Mongo starter for the sample application  <enter> See  <link> ,developerr7,2014-11-05T15:47:25Z
21661,5,0,https://github.com/spring-projects/spring-boot/commit/b3d5cd538dcea991d307ccc556cdfa93be3a7814, ,Add JUnit 5 checkstyle rules <enter>  <enter> Add a rule to enforce JUnit 5 usage and conventions. <enter>  <enter> Closes gh-17093,Add <iden> 5  <file_name>  rules  <enter> Add a rule to enforce <iden> 5 usage and conventions. <enter>  Closes <link> ,developerr7,2019-06-10T23:03:37Z
21794,5,1,https://github.com/spring-projects/spring-boot/commit/273beaa3ce7ea510c1e0376b07b9d5e83e8d6337, ,Polish,Polish ,developerr7,2016-12-30T19:10:44Z
22921,5,2,https://github.com/spring-projects/spring-boot/commit/1b146f89f024ce75d6aa93a9450b69789b621f91, ,Fix failing test,Fix failing test ,developerr7,2016-04-06T23:59:34Z
23670,5,3,https://github.com/spring-projects/spring-boot/commit/7ab587a067254ea36b82dd7d0fde9b1ad5914e5e, ,Add initializer support <enter>  <enter> Add `ApplicationContextInitializer` support to <enter> `ApplicationContextRunner`.,Add initializer support  <enter> Add `<iden>` support to ` <file_name> `. ,developerr7,2018-02-12T22:53:01Z
23737,5,0,https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f, ,Log warning on slow host resolution <enter>  <enter> Update `StartupInfoLogger` so that if the `InetAddress` call takes <enter> more than 200ms a warning is logged. <enter>  <enter> Closes gh-7087,Log warning on slow host resolution  <enter> Update ` <file_name> ` so that if the `<iden>` call takes more than 200ms a warning is logged. <enter>  Closes <link> ,developerr7,2019-04-19T21:52:23Z
24113,5,2,https://github.com/spring-projects/spring-boot/commit/69d8bf86863b370057e4ab3afbabb831f8668d8f, ,Fix merge conflict <enter>  <enter> Closes gh-11969,Fix merge conflict  <enter> Closes <link> ,developerr7,2018-02-09T02:01:22Z
24160,5,0,https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478, ,Change LoggingSystemTests to use real temp folder <enter>  <enter> Update AbstractLoggingSystemTests to use a TemporaryFolder rule. <enter>  <enter> Fixes gh-3349,Change LoggingSystemTests to use real temp folder  <enter> Update  <file_name>  to use a <iden> rule. <enter>  Fixes <link> ,developerr7,2015-06-30T00:54:16Z
24348,5,0,https://github.com/spring-projects/spring-boot/commit/983ec0ebc82519e9e99d71f08a00c4f395a0e121,1,"Add Atomikos support classes <enter>  <enter> Add support classes for the Atomikos JTA library, including: <enter>  <enter> - A Spring friendly ConnectionFactoryBean and DataSourceBean. <enter> - A PostProcessor to apply 'depends-on' ordering automatically. <enter> - A bindable properties class for type-safe configuration. <enter>  <enter> See gh-947","Add <iden> support classes  <enter> Add support classes for the <iden> library, including: <enter> - A <iden> friendly <iden> and <iden>. - A <iden> to apply 'depends-on' ordering automatically. - A bindable properties class for type-safe configuration. <enter> See  <link> ",developerr7,2014-08-22T17:09:14Z
24972,5,1,https://github.com/spring-projects/spring-boot/commit/c3b344fdc2d2074f3dc1f451e0f56844fa9462f1, ,Polish,Polish ,developerr7,2015-06-17T19:42:06Z
25103,5,0,https://github.com/spring-projects/spring-boot/commit/8f23ee4e58e8d78dae7f6dd15441fb4b5ec86933, ,Apply micrometer MeterFilter beans automatically <enter>  <enter> Update `MeterRegistryPostProcessor` and `MetricsAutoConfiguration` so <enter> that micrometer `MeterFilter` beans are automatically applied. <enter>  <enter> Fixes gh-11843,Apply micrometer <iden> beans automatically  <enter> Update ` <file_name> ` and ` <file_name> ` so that micrometer `<iden>` beans are automatically applied. <enter>  Fixes <link> ,developerr7,2018-01-30T08:15:33Z
25317,5,0,https://github.com/spring-projects/spring-boot/commit/a5c56ca4820c0fdeac3978b4bcc335a005628276, ,Add support for Restarting applications <enter>  <enter> Add Restarter class that can be used to restart a running application <enter> when underlying class files change. The Restarter is automatically <enter> initialized via a ApplicationListener and automatically detects <enter> classpath URLs that are likely to change (when not running from a fat <enter> jar). <enter>  <enter> See gh-3084,Add support for Restarting applications  <enter> Add  <file_name>  class that can be used to restart a running application when underlying class files change. The  <file_name>  is automatically initialized via a <iden> and automatically detects classpath <iden> that are likely to change (when not running from a fat jar). <enter> See  <link> ,developerr7,2015-06-01T20:22:45Z
25458,5,0,https://github.com/spring-projects/spring-boot/commit/d0fd6145b1f3072bcc5ad81f7c20e80e890b9442, ,Fix CacheType outer class tangle <enter>  <enter> Fixes gh-3168,Fix  <file_name>  outer class tangle  <enter> Fixes <link> ,developerr7,2015-06-10T00:07:30Z
25722,5,0,https://github.com/spring-projects/spring-boot/commit/d61ba241b5fc3488973a77e26749f409f59333f1, ,Move 'testdb' naming to DataSourceProperties <enter>  <enter> Move the 'testdb' naming logic to `DataSourceProperties` and expose <enter> the `deduceDatabaseName` method so they can be used in <enter> auto-configuration. <enter>  <enter> See gh-11719,Move 'testdb' naming to  <file_name> <enter> Move the 'testdb' naming logic to ` <file_name> ` and expose the `deduceDatabaseName` method so they can be used in auto-configuration. <enter> See  <link> ,developerr7,2018-01-25T03:50:06Z
25758,5,0,https://github.com/spring-projects/spring-boot/commit/cc5d4b8b7fd56f8eb2b6ca920c1547bce3e8f4df, ,Add AssertJ checkstyle rule <enter>  <enter> Closes gh-5083,Add <iden>  <file_name>  rule  <enter> Closes <link> ,developerr7,2016-02-06T05:57:38Z
26292,5,0,https://github.com/spring-projects/spring-boot/commit/a0b6547acaf9661d5c74af7153b1d9b7206db811, ,Don't fail build on duplicate module-info classes <enter>  <enter> Update the duplicate-finder-maven-plugin configuration to ignore <enter> module-info classes. <enter>  <enter> Closes gh-13403,Don't fail build on duplicate module-info classes  <enter> Update the duplicate-finder-maven-plugin configuration to ignore module-info classes. <enter>  Closes <link> ,developerr7,2018-06-07T00:31:19Z
28353,5,1,https://github.com/spring-projects/spring-boot/commit/69a1eebf6869eb22ce3def803a652649a7dec1c1, ,Polish,Polish ,developerr7,2017-09-29T23:14:13Z
29726,5,2,https://github.com/spring-projects/spring-boot/commit/2136a390049c1a04b65863e8f3c74d9a0725e85d, ,Fix checkstyle errors,Fix checkstyle errors ,developerr7,2017-03-07T01:37:09Z
29846,5,0,https://github.com/spring-projects/spring-boot/commit/da4f8514b293ef1c99deb0024e8147d4e553aa49, ,Add byte-buddy managed dependency <enter>  <enter> Add a managed dependency for byte-buddy since Mockito needs 1.6 and <enter> Hibernate pulls in 1.5. <enter>  <enter> See gh-7770,Add byte-buddy managed dependency  <enter> Add a managed dependency for byte-buddy since Mockito needs <version> and Hibernate pulls in <version>. <enter> See  <link> ,developerr7,2017-01-06T04:04:48Z
5805,4,0,https://github.com/square/okhttp/commit/09f424f12e48e2640915bf61c86a9ecd928e459e, ,fix README.md typo (#6469),fix README.md typo ( <link> ) ,developerr6,2020-12-12T10:37:14Z
5811,4,2,https://github.com/square/okhttp/commit/a334f6f14f40f1586ae309277033c5b1ea53a749, ,Fix single failing graal test (#6445),Fix single failing graal test ( <link> ) ,developerr6,2020-11-22T17:12:58Z
5818,4,0,https://github.com/square/okhttp/commit/981a2099c90195a6671723edac638b9c99566101,1,Kotlin 1.4.20 (#6341) <enter>  <enter> * Early testing with kotlin 1.4.20 <enter>  <enter> * Update build.gradle <enter>  <enter> * Kotlin 1.4.20 RC <enter>  <enter> * Kotlin 1.4.20 RC <enter>  <enter> * Update build.gradle,Kotlin <version> ( <link> )  <enter> * Early testing with kotlin <version> <enter> * Update  <file_name>  <enter> * Kotlin <version> RC <enter> * Kotlin <version> RC <enter> * Update  <file_name>  ,developerr6,2020-11-20T23:32:24Z
5823,4,0,https://github.com/square/okhttp/commit/ff959f8fd550b8f55a47038ea4235b1b2ed2eaa8, ,Android Additional Tests (#6420),Android Additional Tests ( <link> ) ,developerr6,2020-11-15T06:42:22Z
5846,4,0,https://github.com/square/okhttp/commit/40f98404ddc4f0fca498a1016c80cc49f7347680, ,Test docs and unit test (#6386),Test docs and unit test ( <link> ) ,developerr6,2020-11-02T20:45:06Z
5851,4,0,https://github.com/square/okhttp/commit/40a683203d29228bac0516fd0f63c86eb8bf49a3, ,Move osgi tests to Junit 5 (#6373),Move osgi tests to Junit 5 ( <link> ) ,developerr6,2020-11-01T14:12:55Z
5860,4,0,https://github.com/square/okhttp/commit/71800bd4d32e2ebee96224696b21fd68663a121b, ,Move connection tests to Junit 5 (#6376),Move connection tests to Junit 5 ( <link> ) ,developerr6,2020-11-01T14:10:32Z
5861,4,0,https://github.com/square/okhttp/commit/78b2158fa50f1e8feaba49051a89d94e52d3d4db, ,Move authenticator tests to Junit 5 (#6374),Move authenticator tests to Junit 5 ( <link> ) ,developerr6,2020-11-01T14:10:23Z
5869,4,0,https://github.com/square/okhttp/commit/743a260b2ad8fa9830a953710dca53ea7525151b, ,Migrate Logging tests to Junit5 (#6355),Migrate <iden> tests to Junit5 ( <link> ) ,developerr6,2020-10-31T12:10:08Z
5905,4,2,https://github.com/square/okhttp/commit/45a79c9c8572eb6c7273bcceb359773386a3fb2c, ,Android 11 (#6286),Android 11 ( <link> ) ,developerr6,2020-09-29T17:24:12Z
5921,4,0,https://github.com/square/okhttp/commit/9724946320e8fdf94705b50dd85ad36ebd27cdc6,1,Avoid DefaultImpls bug (#6198) <enter>  <enter> * Avoid DefaultImpls bug <enter>  <enter> * private classes,Avoid DefaultImpls bug ( <link> )  <enter> * Avoid DefaultImpls bug <enter> * private classes ,developerr6,2020-07-25T13:43:50Z
5983,4,0,https://github.com/square/okhttp/commit/e31cb03d86b9c4daf2124c6e62e218b32e72e056,1,Fix flaky CancelTest (#6035) <enter>  <enter> * Fix flaky CancelTest <enter>  <enter> * Test for flaky cancel event,Fix flaky  <file_name>  ( <link> )  <enter> * Fix flaky  <file_name>  <enter> * <iden> for flaky cancel event ,developerr6,2020-05-09T01:02:11Z
5985,4,0,https://github.com/square/okhttp/commit/e2809002b94e1db3fa0e2ad0ca75c4c1e4a19d23, ,Document auth retries function (#6031) <enter>  <enter> * Document auth retries function <enter>  <enter> * Update Authenticator.kt,Document auth retries function ( <link> )  <enter> * Document auth retries function <enter> * Update  <file_name>  ,developerr6,2020-05-09T01:00:07Z
5994,4,0,https://github.com/square/okhttp/commit/8cebf9012bbdfdbad6b833effc545ff5b8b8e48b, ,Cache Events (#6015) <enter>  <enter> Provide EventListener methods to understand the impact of caching.,Cache <iden> ( <link> )  <enter> Provide  <file_name>  methods to understand the impact of caching. ,developerr6,2020-05-05T17:25:06Z
5997,4,0,https://github.com/square/okhttp/commit/93ac4fa3b956e8747347fa36e394d40500883d7e, ,Android Cache Test  (#6010),Android <iden> ( <link> ) ,developerr6,2020-05-01T17:47:29Z
5998,4,0,https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd, ,"Centralise logging behind JUL (#6005) <enter>  <enter> Use JUL, but wire up to the Android Log. <enter>  <enter> Use `adb shell setprop log.tag.okhttp.Http2 DEBUG` to enable logging for known levels.","Centralise logging behind JUL ( <link> )  <enter> Use JUL, but wire up to the  <method_name>  <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels. ",developerr6,2020-04-30T18:04:19Z
6013,4,0,https://github.com/square/okhttp/commit/d56eb776e55f4ad531730c396a38902b24c5ee52, ,Android docs for selecting devices,Android docs for selecting devices ,developerr6,2020-04-25T07:17:28Z
6025,4,2,https://github.com/square/okhttp/commit/d9c8fbf3b273fe25aad0cd41f053547c1ed1b557, ,Confirm MockWebServer shutdown is idempotent (#5946),Confirm <iden> shutdown is idempotent ( <link> ) ,developerr6,2020-04-13T05:49:58Z
6040,4,0,https://github.com/square/okhttp/commit/1a07f49bcb32ba1dd100833c5c539c7cbd58ffa5, ,Kotlin 1.3.71 and misc dep upgrades (#5925),Kotlin <version> and misc dep upgrades ( <link> ) ,developerr6,2020-04-08T16:52:33Z
6046,4,0,https://github.com/square/okhttp/commit/3414fe42b71f85e271dc4a39f4d4e8ba35792dfd,1,Close Android test properly in case it passes (#5905) <enter>  <enter> * Close test properly in case it passes <enter>  <enter> * Fix,Close Android test properly in case it passes ( <link> )  <enter> * Close test properly in case it passes <enter> * Fix ,developerr6,2020-03-30T02:21:49Z
6066,4,0,https://github.com/square/okhttp/commit/0ea6ca0faae126db31fa81462b8ff7a0f64f387c, ,Allowlist Sample for connecting to Dev servers (#5868),Allowlist Sample for connecting to <iden> servers ( <link> ) ,developerr6,2020-03-16T09:09:22Z
6073,4,0,https://github.com/square/okhttp/commit/226b16b3874206fe3684abb2460a7a14975c9655,1,Allow for users who have disabled certificate checks in dev. (#5835) <enter>  <enter> * Allow for users who have disabled certificate checks in dev. <enter>  <enter> * Avoid repeated calls <enter>  <enter> * typo <enter>  <enter> * Lock is assumed at this point <enter>  <enter> * Stay safe <enter>  <enter> * rework <enter>  <enter> * spotless <enter>  <enter> * Fix <enter>  <enter> * Handle one more case <enter>  <enter> * Capture the exception <enter>  <enter> * Add test <enter>  <enter> * Comment,Allow for users who have disabled certificate checks in dev. ( <link> )  <enter> * Allow for users who have disabled certificate checks in dev. <enter> * Avoid repeated calls <enter> * typo <enter> * Lock is assumed at this point <enter> * Stay safe <enter> * rework <enter> * spotless <enter> * Fix <enter> * Handle one more case <enter> * Capture the exception <enter> * Add test <enter> * Comment ,developerr6,2020-03-07T03:10:10Z
6134,4,0,https://github.com/square/okhttp/commit/ed9af27531b02f5ef334b7d606ef35c66f541958, ,Android 10 support for X509TrustManager (#5688),Android 10 support for <iden> ( <link> ) ,developerr6,2020-01-05T07:51:53Z
6144,4,0,https://github.com/square/okhttp/commit/3e61ce3cf09e8ff2723ea70390ce0132f72bf14a, ,Test Android with Play provider (#5679),Test <iden> with <iden> provider ( <link> ) ,developerr6,2020-01-02T07:04:58Z
6337,4,2,https://github.com/square/okhttp/commit/a2716d984bdf0930657aebb08c2b12c565130de3, ,Fix master build (#5477),Fix master build ( <link> ) ,developerr6,2019-09-21T20:58:10Z
6356,4,0,https://github.com/square/okhttp/commit/ba2c676aaf2b825528955f61dd43004a5bd9ca98,1,Handshake returns cleaned peer certificates (#5311) <enter>  <enter> * Pass through clean certificates in Handshake <enter>  <enter> * Actual do the work <enter>  <enter> * Add test that cleaner is called <enter>  <enter> * Defer work <enter>  <enter> * cleanup <enter>  <enter> * Clean certs in deprecated method also <enter>  <enter> * Revert more <enter>  <enter> * Inline <enter>  <enter> * Review comments, <file_name>  returns cleaned peer certificates ( <link> )  <enter> * Pass through clean certificates in  <file_name>  <enter> * Actual do the work <enter> * Add test that cleaner is called <enter> * Defer work <enter> * cleanup <enter> * Clean certs in deprecated method also <enter> * Revert more <enter> * Inline <enter> * Review comments ,developerr6,2019-09-07T20:05:49Z
6410,4,0,https://github.com/square/okhttp/commit/fbf24d26fb99f684df5ae5d539aa6f394cdd41b8,1,Test for OpenJSSE (#5348) <enter>  <enter> * Test for OpenJSSE <enter>  <enter> * Test for tls version <enter>  <enter> * Comment <enter>  <enter> * Fix <enter>  <enter> * Copyright <enter>  <enter> * Explore public socket API <enter>  <enter> * Fix platform testing <enter>  <enter> * Test socket type <enter>  <enter> * Revert circleci change,<iden> for <iden> ( <link> )  <enter> * <iden> for <iden> <enter> * <iden> for tls version <enter> * Comment <enter> * Fix <enter> * <iden> <enter> * Explore public socket <iden> <enter> * Fix platform testing <enter> * <iden> socket type <enter> * Revert circleci change ,developerr6,2019-08-14T01:06:01Z
6433,4,0,https://github.com/square/okhttp/commit/2a1f328d58de8d12861cdcf4be1c9f8902687e8d, ,Add proxy event logging (#5300),Add proxy event logging ( <link> ) ,developerr6,2019-07-25T04:42:32Z
6468,4,2,https://github.com/square/okhttp/commit/930d4d07d836aef3c2681867d6ab9e73c23aacfb, ,Passing conscrypt test (#5270),Passing conscrypt test ( <link> ) ,developerr6,2019-07-06T08:03:50Z
6485,4,0,https://github.com/square/okhttp/commit/bdd6c3944f239d74d8b1288d8c50351fcc76d1ea, ,"Testing with JDK 12 and latest 11.0.3 (#5212) <enter>  <enter> JDK 12 and be more specific about when we expect failures, e.g. 11.0.3 has fixes we should take into account.","Testing with <iden> 12 and latest <version> ( <link> )  <enter> <iden> 12 and be more specific about when we expect failures, e.g. <version> has fixes we should take into account. ",developerr6,2019-07-02T06:21:58Z
6504,4,0,https://github.com/square/okhttp/commit/d81ec0f23bf4cc97060a75a0b12e299bd8dfdefc,1,"OkHttpClientTestRule check connectionCount instead of idle (#5226) <enter>  <enter> * OkHttpClientTestRule check connectionCount instead of idle <enter>  <enter> Clients should be clean after use, not just from idle connections. <enter>  <enter> * Abandon unclean clients <enter>  <enter> * Simplify logic"," <file_name>  check <iden> instead of idle ( <link> )  <enter> *  <file_name>  check <iden> instead of idle <enter> Clients should be clean after use, not just from idle connections. <enter> * Abandon unclean clients <enter> * Simplify logic ",developerr6,2019-06-26T05:34:51Z
6525,4,0,https://github.com/square/okhttp/commit/008c7834929e8ec91ea8144ac9a30c9fb06e0636, ,Run cron schedule in circleci (#4862),Run cron schedule in circleci ( <link> ) ,developerr6,2019-04-03T11:09:11Z
6573,4,0,https://github.com/square/okhttp/commit/e8b271e69a0449d1859de21c6a098e1db1c36e9a, ,Save reports (#4821),Save reports ( <link> ) ,developerr6,2019-03-30T11:13:39Z
6605,4,0,https://github.com/square/okhttp/commit/d04b9b0cca894c7aef4c52d77e3f599bd6ef612e, ,Skip hpack if tests are missing (#4770),Skip hpack if tests are missing ( <link> ) ,developerr6,2019-03-24T14:57:25Z
6784,4,0,https://github.com/square/okhttp/commit/fe5d3eb89549d9ed7433bb88d364832e66b76cdc, ,Change contributing guide in repo to match wiki (#4414),Change contributing guide in repo to match wiki ( <link> ) ,developerr6,2018-11-28T22:53:59Z
6792,4,0,https://github.com/square/okhttp/commit/4b204037e6415a486df4eadb0c659c666e6b9aba, ,Remove overlapping package-info.java,Remove overlapping  <file_name>  ,developerr6,2018-12-09T16:39:34Z
6809,4,0,https://github.com/square/okhttp/commit/70bf8e78b7dbf8ed08dfd93596ba6ebfca52d3a3, ,CipherSuite init speedup (#4340), <file_name>  init speedup ( <link> ) ,developerr6,2018-11-03T13:17:22Z
6836,4,3,https://github.com/square/okhttp/commit/63ed542534eec2b1eb124531452a467b5541baa7, ,API for handling an unexpected SSE response,API for handling an unexpected SSE response ,developerr6,2018-06-23T15:16:57Z
6839,4,0,https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd, ,MockWebserver fix for IPv6 addresses (#4235) <enter>  <enter> Wrap IPv6 addresses with [] and return '/' path URIs for proxy CONNECT,MockWebserver fix for <iden> addresses ( <link> )  <enter> Wrap <iden> addresses with [] and return '/' path URIs for proxy CONNECT ,developerr6,2018-09-01T11:32:53Z
6844,4,3,https://github.com/square/okhttp/commit/5a17198acef96906dc6698245ad3192a1b4f6384, ,remove experimental doc,remove experimental doc ,developerr6,2018-06-16T07:53:49Z
6889,4,0,https://github.com/square/okhttp/commit/69bdd6961ba294894620f850b6b01d7175ae8009, ,Restricted ciphers (#3908) <enter>  <enter> Add a 'best practice' restricted TLS connection spec,Restricted ciphers ( <link> )  <enter> Add a 'best practice' restricted <iden>  <file_name>  ,developerr6,2018-03-04T12:57:14Z
6954,4,0,https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba, ,Update deploy_snapshot.sh to temporarily ignore javadoc errors and compile tests but not run (#3821),Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <link> ) ,developerr6,2018-02-04T20:52:03Z
6967,4,0,https://github.com/square/okhttp/commit/fe445e4db63319407fc8fadc214f19c1f2f9594e,1,Improve progress example (#3744) <enter>  <enter> * improve progress example <enter>  <enter> * bad import,Improve  <file_name>  example ( <link> )  <enter> * improve  <file_name>  example <enter> * bad import ,developerr6,2017-12-28T18:43:43Z
6969,4,2,https://github.com/square/okhttp/commit/0cf6f33c1fd1ff84970fa2400afb70a1ea176d5d, ,document buffer (#3748),document buffer ( <link> ) ,developerr6,2017-12-28T16:59:58Z
6991,4,2,https://github.com/square/okhttp/commit/d6fd0d3832907ff36789b89450df09320081fc66, ,Fix travis build,Fix travis build ,developerr6,2017-09-12T07:32:24Z
7009,4,0,https://github.com/square/okhttp/commit/314b40d9c5ae6e922f00fda3e867658c7edfc2db,1,"Failed, second connection and call.enqueue EventListener tests (#3562) <enter>  <enter> * more tests <enter>  <enter> * cleanup <enter>  <enter> * review comments <enter>  <enter> * fix flaky test","Failed, second connection and call.enqueue <iden> tests ( <link> )  <enter> * more tests <enter> * cleanup <enter> * review comments <enter> * fix flaky test ",developerr6,2017-08-31T07:24:26Z
7022,4,0,https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d, ,IOException instead of Throwable in EventListener API (#3543),IOException instead of <iden> in  <file_name>  API ( <link> ) ,developerr6,2017-08-28T16:35:03Z
7142,4,2,https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971, ,Make FakeDns more capable.,Make  <file_name>  more capable. ,developerr6,2017-03-03T22:41:02Z
7143,4,2,https://github.com/square/okhttp/commit/caec3c711887b16852c9a4b1bd6d795f3f1b9ca4, ,fix CertificateChainCleanerTest for Java 9,fix  <file_name>  for Java 9 ,developerr6,2016-12-27T07:33:38Z
7301,4,0,https://github.com/square/okhttp/commit/c63be3ee65184d119d5145e77986298287118c3a, ,document support for SNI,document support for SNI ,developerr6,2016-04-21T01:30:47Z
8950,5,0,https://github.com/spring-projects/spring-boot/commit/b75e196de07dbdcaf19dfec21fe4c85a5925c975, ,Upgrade to Spring Integration 5.1.13 <enter>  <enter> Closes gh-23798,Upgrade to Spring Integration <version>  <enter> Closes <link> ,developerr5,2020-10-28T19:23:35Z
9111,5,0,https://github.com/spring-projects/spring-boot/commit/738613b889f8b29a2b07434fca8290b965302b6c, ,Upgrade to Hibernate 5.3.18.Final <enter>  <enter> Closes gh-23274,Upgrade to Hibernate <version>  <enter> Closes <link> ,developerr5,2020-09-14T07:47:57Z
9170,5,0,https://github.com/spring-projects/spring-boot/commit/a0d6504669f95f42f969c725f51149bb20bccddd, ,Upgrade to Couchbase Client 3.0.10 <enter>  <enter> Closes gh-24084,Upgrade to <iden> <version>  <enter> Closes <link> ,developerr5,2020-11-09T07:45:28Z
9233,5,0,https://github.com/spring-projects/spring-boot/commit/ab2115633f79750182ce9194ff5170ae6aa04ce1, ,Upgrade to Micrometer 1.3.14 <enter>  <enter> Closes gh-23388,Upgrade to Micrometer <version>  <enter> Closes <link> ,developerr5,2020-09-17T06:46:30Z
9322,5,0,https://github.com/spring-projects/spring-boot/commit/4125e5fc8f4b28ca3506af4436f4b3248f33a20b, ,Upgrade to Byte Buddy 1.10.14 <enter>  <enter> Closes gh-23291,Upgrade to Byte Buddy <version>  <enter> Closes <link> ,developerr5,2020-09-14T11:12:17Z
9589,5,0,https://github.com/spring-projects/spring-boot/commit/7c13c01cb6a62b86478aa53d3516ae8aaea48bca, ,Fix mapping of Cassandra's idle-timeout and heartbeat-interval <enter>  <enter> Previous to this commit the connection idle timeout and heartbeat <enter> interval were mapped to seconds whereas Cassandra expects ms for all <enter> duration types. <enter>  <enter> This commit fixes the mapping and removes the default duration unit <enter> since it should be considered ms like every other duration properties. <enter>  <enter> Closes gh-23249,Fix mapping of <iden>'s idle-timeout and heartbeat-interval  <enter> Previous to this commit the connection idle timeout and heartbeat interval were mapped to seconds whereas <iden> expects ms for all duration types. <enter> This commit fixes the mapping and removes the default duration unit since it should be considered ms like every other duration properties. <enter>  Closes <link> ,developerr5,2020-09-11T06:59:34Z
9867,5,0,https://github.com/spring-projects/spring-boot/commit/a5b27789c0bcc7ee65e798be68dbb44ba0e2d05b, ,Document how to use DataNeo4jTest with reactive access <enter>  <enter> Closes gh-23630,Document how to use  <file_name>  with reactive access  <enter> Closes <link> ,developerr5,2020-10-14T12:04:58Z
10187,5,2,https://github.com/spring-projects/spring-boot/commit/cd085e0641c47490e771625202a648e4de0970fa, ,Polish contribution <enter>  <enter> See gh-19326,Polish contribution  <enter> See  <link> ,developerr5,2019-12-12T15:46:28Z
10455,5,0,https://github.com/spring-projects/spring-boot/commit/65fc43865a9868cc8d1dfde768cbd8745f811c13, ,Upgrade to Neo4j Ogm 3.2.11 <enter>  <enter> Closes gh-21201,Upgrade to Neo4j Ogm <version>  <enter> Closes <link> ,developerr5,2020-04-28T07:28:41Z
10741,5,0,https://github.com/spring-projects/spring-boot/commit/676cd10dbf9deebdee844cc62294ad20abdf2c69, ,Fix encoding of @Bean in reference documentation <enter>  <enter> Closes gh-21908,Fix encoding of @bean in reference documentation  <enter> Closes <link> ,developerr5,2020-06-15T06:32:26Z
11137,5,0,https://github.com/spring-projects/spring-boot/commit/fcf468062602966c508c260ef54da55e2d48c49a, ,Polish 'Document how to add metadata for collection and enum default values' <enter>  <enter> Closes gh-12874,Polish 'Document how to add metadata for collection and enum default values' <enter>  Closes <link> ,developerr5,2019-08-13T15:35:37Z
11161,5,0,https://github.com/spring-projects/spring-boot/commit/bcd0a7bbb3a8199342c62a1574c171735ffb328a, ,Upgrade to Netty Tcnative 2.0.29.Final <enter>  <enter> Closes gh-20272,Upgrade to Netty Tcnative <version>  <enter> Closes <link> ,developerr5,2020-02-21T13:25:11Z
11417,5,0,https://github.com/spring-projects/spring-boot/commit/6356852e2f97e0c58be105e5561328efe05013ab, ,Polish 'Log health check failure with Reactive health indicators' <enter>  <enter> See gh-17635,Polish 'Log health check failure with Reactive health indicators'  <enter> See  <link> ,developerr5,2019-07-29T09:18:07Z
